"subject" "activityLabel" "fBodyAcc-bandsEnergy()-49,56" "fBodyAcc-bandsEnergy()-57,64" "fBodyAcc-bandsEnergy()-1,16" "fBodyGyro-bandsEnergy()-57,64" "fBodyGyro-bandsEnergy()-1,16" "fBodyGyro-bandsEnergy()-17,32" "fBodyAcc-min()-Z" "fBodyAcc-sma()" "fBodyAcc-energy()-X" "fBodyAccJerk-bandsEnergy()-41,48" "fBodyAccJerk-bandsEnergy()-49,56" "fBodyAccJerk-bandsEnergy()-57,64" "fBodyAccJerk-bandsEnergy()-33,40" "fBodyAccJerk-bandsEnergy()-41,48.1" "fBodyAccJerk-bandsEnergy()-49,56.1" "fBodyAcc-kurtosis()-Z" "fBodyGyro-bandsEnergy()-1,8" "fBodyAcc-mad()-Y" "fBodyAccJerk-bandsEnergy()-1,24" "fBodyAccJerk-kurtosis()-Y" "tBodyAccJerk-arCoeff()-Y,1" "tBodyAccJerk-arCoeff()-Y,2" "tBodyAccJerk-arCoeff()-Y,3" "tBodyAccJerk-arCoeff()-X,2" "tBodyAccJerk-arCoeff()-X,3" "tBodyAccJerk-arCoeff()-X,4" "tGravityAcc-arCoeff()-X,4" "tGravityAcc-arCoeff()-Y,1" "tGravityAcc-arCoeff()-Y,2" "tGravityAcc-arCoeff()-X,1" "tGravityAcc-arCoeff()-X,2" "tGravityAcc-arCoeff()-X,3" "tBodyGyroJerk-correlation()-Y,Z" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tBodyGyroJerk-arCoeff()-Z,4" "tBodyGyroJerk-correlation()-X,Y" "tBodyGyroJerk-correlation()-X,Z" "tBodyAccJerk-min()-Z" "tBodyAccJerk-sma()" "tBodyGyro-max()-X" "tBodyGyro-max()-Y" "tBodyGyro-arCoeff()-Z,3" "tBodyGyro-arCoeff()-Z,4" "tBodyGyro-entropy()-X" "tBodyGyro-entropy()-Y" "activity"
2 "STANDING" -0.999574446111111 -0.999816021111111 -0.999799879259259 -0.999244703703704 -0.999115924814815 -0.999318385925926 -0.979972376296296 -0.969964736851852 -0.999742884259259 -0.998828613333333 -0.998150719259259 -0.999584055740741 -0.999182135925926 -0.999039064814815 -0.99941865037037 -0.439629918392593 -0.999175508148148 -0.961255842592593 -0.999052850925926 -0.89711351962963 0.0790378582925926 0.0600200743537037 0.199246106074074 0.260006041277778 0.256694046139444 0.242721949685185 0.423298317981481 -0.434275034388889 0.393407970003704 -0.370277771888889 0.387816928388889 -0.405454711166667 -0.360909779981481 -0.965875181296296 -0.957874965 0.118268693761111 0.0487083977740741 0.0278048061185185 0.979144853888889 -0.980308772407407 -0.860489124074074 -0.931501018703704 0.144897161101111 0.0462759688537037 -0.327713970018519 -0.414833355038889 5
2 "LAYING" -0.9991700725 -0.998406043333333 -0.9987850925 -0.999771558333333 -0.999738722708333 -0.999894349375 -0.986975118541667 -0.979798557083333 -0.998827222083333 -0.999439795625 -0.998919377083333 -0.999337306458333 -0.999796080416667 -0.999706765833333 -0.999794338333333 -0.7727719634375 -0.999736503958333 -0.982106668125 -0.99962279125 -0.90195939875 0.2537328178125 0.0276227074791667 0.326810699202083 0.15616054815 0.114552676385417 0.142120380372917 0.607971194166667 -0.208670150229167 0.160945588454167 -0.584101340208333 0.592162118125 -0.60006914875 -0.0966764838083333 -0.977435485208333 -0.972873912916667 -0.0140926961125 0.0899301580375 0.0414978802020833 0.984601980833333 -0.987630506875 -0.871492135 -0.951765408958333 0.0794291980625 0.001166770975 -0.478879195916667 -0.543054463583333 6
3 "WALKING" -0.913661631896552 -0.94127574 -0.807645023793103 -0.982767718965517 -0.925638042413793 -0.709214762586207 -0.860384336551724 -0.173416653377586 -0.790279401724138 -0.935699054310345 -0.911284451896552 -0.952989238275862 -0.864580675344828 -0.824236106034483 -0.901974861896552 -0.801824189827586 -0.94093780862069 -0.0983750848206897 -0.484724938103448 -0.668412685689655 -0.132062326536207 0.220780715917241 0.380663653706897 0.23462764 0.103993862224138 0.0887435738448276 0.489854769482759 -0.0238159394810345 0.0340333739965517 -0.306655995310345 0.372120698137931 -0.433230683965517 -0.218360601434483 -0.254690333275862 -0.328428936551724 -0.18556320412069 0.542700183275862 0.00689010171724138 0.449504802068966 -0.261823731431034 -0.513758611551724 -0.592479390344828 -0.116495689367241 0.0403203988768966 0.159497818681034 0.0692421889732759 1
3 "WALKING_UPSTAIRS" -0.951785906440678 -0.957960872542373 -0.745658776949153 -0.946907805932203 -0.843522353559322 -0.851419013050847 -0.906048286440678 -0.242366381915254 -0.75844244 -0.967487830847458 -0.959600089830508 -0.97210536220339 -0.920649496271186 -0.915242449152542 -0.951325575084746 -0.385645102016949 -0.857585078983051 -0.0346454849955932 -0.677880543898305 -0.853597353898305 -0.395416343813559 0.255024519111864 0.0760247782762712 0.216876388772881 -0.119224234677966 -0.0300539814152542 0.817500914237288 -0.469041779830508 0.487067986440678 -0.678743724237288 0.725601182542373 -0.771835715932203 -0.128013881028814 -0.184014895 -0.333597432542373 -0.114563087005085 0.285124417508475 -0.115903370675559 0.667589612881356 -0.432643499322034 -0.328595692542373 -0.71601164779661 -0.141008096389831 0.0945691119305085 0.165594739886102 0.165081746637288 2
3 "WALKING_DOWNSTAIRS" -0.82449294122449 -0.885915684897959 -0.538905990836735 -0.936799949183673 -0.713802746122449 -0.680275066 -0.88643293755102 -0.00791320583346939 -0.541382146755102 -0.922965378571429 -0.889399934489796 -0.951376878367347 -0.74371881122449 -0.661875282734694 -0.795818175510204 -0.713083501428571 -0.733393668979592 -0.0285892130346939 -0.561327325046939 -0.852817586326531 -0.249681576612245 0.198162253040816 0.177928617440816 0.146117222653061 0.0127416881020408 -0.0465015938795918 0.761618942857143 -0.218363196338776 0.241967715122449 -0.577653876734694 0.639776316326531 -0.701096785714286 -0.15160584522449 -0.0628126118283674 -0.0411340078469388 0.089788485422449 -0.109217541104082 -0.0130671214714286 0.598454951836735 -0.20527315952102 -0.297997516522449 -0.657248232857143 -0.0573595503285714 0.0788646290673469 0.0865180438979592 0.297469299571429 3
3 "SITTING" -0.998944274615385 -0.998930107307692 -0.998249405576923 -0.997263918653846 -0.995893071153846 -0.997845396346154 -0.948121756923077 -0.927027487692308 -0.998251416346154 -0.99891511 -0.997467815769231 -0.9993107125 -0.999311231923077 -0.999367158846154 -0.999110420961538 -0.330663217153846 -0.995915600576923 -0.888162478269231 -0.996775003461538 -0.842726611153846 0.0149077420269231 0.0814440886380769 0.166317179476923 0.232121220596154 0.228978729565385 0.186286831415385 0.481763934192308 -0.531398735833077 0.502278149642308 -0.432814702240385 0.449047563461538 -0.465325566980769 0.0170525293692308 -0.895383350192308 -0.8703017 -0.00565755636538462 -0.149677853775 0.129855049096154 0.968561143076923 -0.968485229230769 -0.855489430769231 -0.921570762692308 0.0197737954761538 0.0787028707307692 -0.468039400884615 -0.326767168288462 4
3 "STANDING" -0.999064912459016 -0.999469593934426 -0.998749908032787 -0.998244786557377 -0.99163778557377 -0.998294387868852 -0.975999420491803 -0.934140589180328 -0.998652034918033 -0.998727350655738 -0.998656102786885 -0.999616827540984 -0.998311100491803 -0.998317209672131 -0.998823136721312 -0.421544016934426 -0.991668441803279 -0.899897126229508 -0.99603259147541 -0.840108027213115 -0.101065417753279 -0.027032510677377 0.0878024147721311 0.245314611770492 0.0847467483032787 0.172594518660656 0.562056149016393 -0.581233457540984 0.564082295852459 -0.465585604213115 0.49738893404918 -0.529515326377049 -0.0713706440804918 -0.925430819016393 -0.915143303606557 -0.0282998626688525 -0.305209174491803 0.0468451078245902 0.966379804098361 -0.959512691147541 -0.79700041 -0.901255130655738 0.0267467847111475 0.209123759878689 -0.113378445113115 -0.129129102690164 5
3 "LAYING" -0.999678529032258 -0.99976710483871 -0.999650196935484 -0.999703773548387 -0.999252254516129 -0.999684201774194 -0.983148220967742 -0.970669673709677 -0.999632424677419 -0.99920607483871 -0.998414352903226 -0.999366324677419 -0.999585314354839 -0.999525518064516 -0.999650077096774 -0.691639019354839 -0.999292179032258 -0.96446409 -0.998883061935484 -0.885214953548387 0.0958394723387097 0.0927660326645161 0.224701632270968 0.213527932533871 0.116059119470968 0.070211354016129 0.565630590806452 -0.21866326496129 0.179611351093226 -0.505568136903226 0.525384071227419 -0.545365492258065 -0.0868143370290323 -0.972791346129032 -0.964218176451613 0.0852149232 -0.18978188524 0.101320737105968 0.977198316290323 -0.979163624516129 -0.858554759032258 -0.940888299193548 0.107185907206452 0.0731154860774194 -0.320137634956452 -0.36863130845 6
4 "WALKING" -0.937666482 -0.9713101485 -0.857518913666667 -0.947147710666667 -0.874363401333333 -0.8695280775 -0.9112491225 -0.324568622166667 -0.840930358333333 -0.969370201166667 -0.962380500333333 -0.989624216333333 -0.887851893166667 -0.852369358666667 -0.918435896833333 -0.659990892666667 -0.884153497666667 -0.131863054726667 -0.664604847833333 -0.7614599575 -0.33687809315 0.203841875756667 0.104247442714 0.342155136633333 0.0696545976183333 0.0297418067366667 0.518746896833333 -0.227203435343333 0.26405477385 -0.2807074687 0.363779659333333 -0.443177663333333 0.014649788853 -0.312050574166667 -0.527679103166667 -0.00228531845894583 -0.335381978 0.4561367636 0.740656456166667 -0.386566949 -0.500598663333333 -0.778419326166667 -0.201368478733333 0.290848606616667 0.194744492433333 0.223039443938333 1
4 "WALKING_UPSTAIRS" -0.928621602692308 -0.935795645576923 -0.659161313653846 -0.951715461923077 -0.8497802025 -0.893120885192308 -0.867517120576923 -0.211090839230769 -0.679132135 -0.961424924423077 -0.958530285 -0.984765334615385 -0.903173446923077 -0.8953653825 -0.939122894230769 -0.175850645115385 -0.860199388461538 -0.0945845001019231 -0.723773375192308 -0.853264033269231 -0.289968421792308 0.162046182326923 0.0828080908903846 0.257326483848077 -0.189677326784615 0.0535422663634615 0.785633910576923 -0.413504835557692 0.431236595769231 -0.656054392692308 0.700141388269231 -0.743318080961539 -0.0566491326019231 -0.153703935357692 -0.212012300480769 -0.291578980788462 -0.19959644 0.304226646230769 0.706299223653846 -0.404939979423077 -0.413085939423077 -0.734422645576923 -0.308630991807692 0.495848349038462 0.233270492980769 0.207175620882692 2
4 "WALKING_DOWNSTAIRS" -0.823612778177778 -0.835823388733333 -0.450868484533333 -0.938535652222222 -0.795543717333333 -0.792160413555556 -0.862071858888889 -0.0911876770377778 -0.473223781333333 -0.926102210444444 -0.921580122888889 -0.960505692666667 -0.735291559555556 -0.707974069555556 -0.846400802666667 -0.736574326888889 -0.803897085333333 -0.204215371355556 -0.6530742 -0.809383664888889 -0.155975302822222 0.326514489266667 0.136735981311111 0.203363519844444 -0.161905110846667 -0.227177318733333 0.821847484 -0.0221372420111111 0.0205796074444444 -0.656231086888889 0.712095889333333 -0.767291462666667 -0.0966567595828889 -0.0491616726733333 -0.0819559041111111 0.0141781201597778 -0.0405971714253333 0.521594152444444 0.584344230444444 -0.240433820475556 -0.414877075333333 -0.760591968888889 -0.05239996692 0.150188132242222 0.106596886266667 0.123504741988889 3
4 "SITTING" -0.9994175696 -0.9993075262 -0.9994752704 -0.99822448 -0.9988643174 -0.9987821628 -0.9737382714 -0.9464551774 -0.9994347216 -0.9990824118 -0.9986839594 -0.9995806382 -0.999475338 -0.9993749782 -0.9996614794 -0.134126074786 -0.998885137 -0.9083477838 -0.997192693 -0.8861299252 0.0264227264764 0.161908243936 0.2109574910548 0.25317978074 0.2560663354568 0.18362732861 0.40060182998 -0.443706253428 0.409304990438 -0.350129316318 0.366967757556 -0.38375773936 0.048220270282 -0.93569482 -0.9144078448 -0.1102153881476 0.040066196012 0.26068645585 0.973322238 -0.9703332842 -0.8644742466 -0.9352546894 -0.031695157236 0.132246294 -0.43584934564 -0.29117890736 4
4 "STANDING" -0.998782539107143 -0.998496630178571 -0.998949815714286 -0.995854296428571 -0.99286104 -0.997344952321429 -0.958674495 -0.93263565625 -0.998896669285714 -0.998375530535714 -0.99799764875 -0.999142575714286 -0.998556269642857 -0.997993942857143 -0.999331709107143 0.0589242327696429 -0.992745685 -0.887453361785714 -0.996976731785714 -0.874848373035714 -0.0227154603169643 0.0982396180642857 0.183537974191071 0.262373550053571 0.239940961278571 0.218395318582143 0.377913488867857 -0.58053054125 0.5532685485 -0.338515379776786 0.351601064021429 -0.3646966297375 -0.126085764982143 -0.906478051785714 -0.890976683392857 -0.0570638398089286 0.0324714978160714 0.252309290125 0.967453910357143 -0.963568092321429 -0.808884577678571 -0.919297666964286 -0.00495255702392857 0.176709022283929 -0.153998327671429 -0.179285048866071 5
4 "LAYING" -0.995453682222222 -0.991900215925926 -0.992941683333333 -0.999495976481481 -0.999071498703704 -0.998279440925926 -0.985459387777778 -0.95238466 -0.993357406666667 -0.998534292592593 -0.998547633333333 -0.999513496296296 -0.999432140925926 -0.998840199074074 -0.999288087962963 -0.43657323487037 -0.999099922777778 -0.945616593333333 -0.995006648703704 -0.868617810185185 0.197851834446296 0.18056140287037 0.344625065592593 0.216919301796296 0.131830327946296 0.0949270001055556 0.602300845555556 -0.0580353027037037 0.00485365262962963 -0.591236000740741 0.595289097037037 -0.598926379259259 -0.167199651205556 -0.954557603148148 -0.931292216611111 0.0563616372962963 0.0374708035685185 0.232271997607407 0.973163444814815 -0.970226542037037 -0.851204999814815 -0.938392370555556 0.139127433911111 -0.036035873237537 -0.321017680537037 -0.23049902750963 6
5 "WALKING" -0.907378530535714 -0.902695007214286 -0.737108012678571 -0.966260431785714 -0.889491530892857 -0.649333774107143 -0.8762921075 -0.157224907898214 -0.73899693375 -0.938953386607143 -0.9145831075 -0.968226892678571 -0.899639610178571 -0.875938919642857 -0.93079841625 -0.615317304642857 -0.900720239821429 0.0640433157267857 -0.502376355892857 -0.709218955 -0.382127858998214 0.150554691098214 0.157860662567143 0.256715339005357 0.0498655674982143 -0.079706015575 0.619650626964286 -0.163068794346429 0.217573574171429 -0.416754126964286 0.487807340178571 -0.555474586964286 -0.112217308126786 -0.158338674394643 -0.377178733392857 0.216494624465893 -0.148194504210714 0.183207020967857 0.603202448035714 -0.293524694303571 -0.521869455178571 -0.595301923214286 -0.0907576179642857 0.155847166255357 0.173747175678571 0.222167024285714 1
5 "WALKING_UPSTAIRS" -0.895409883829787 -0.889977732978723 -0.517288283404255 -0.95780614106383 -0.854045194680851 -0.747944335531915 -0.873080768297872 -0.0621393296531915 -0.539138059148936 -0.951957422340426 -0.93557265106383 -0.974558634893617 -0.885880405531915 -0.83803852 -0.918404935319149 -0.0535768625404255 -0.892179138510638 0.170220599404255 -0.537902426808511 -0.758005263191489 -0.386664605617021 0.0834652397489362 0.0406121006595745 0.17128531463617 0.0193535120404255 -0.0266065260774468 0.719665447021277 -0.392882254468085 0.420003061276596 -0.570934667659574 0.622347711914894 -0.671925210638298 -0.00521966754680851 0.0435562021989362 -0.136736383765957 -0.0886174185148936 0.0475394309085106 -0.0758236220576383 0.645342714255319 -0.248521798297872 -0.300621901319149 -0.51665988106383 -0.242900544574468 0.162861421112766 0.142436262042553 0.155302675053191 2
5 "WALKING_DOWNSTAIRS" -0.849258091702128 -0.876566755957447 -0.12964675457234 -0.905574067446808 -0.855597365531915 -0.811719125957447 -0.882460525319149 0.100647245778723 -0.178409464444681 -0.910203580425532 -0.911894465319149 -0.953438800425532 -0.773112846595745 -0.600176202638298 -0.828707739574468 -0.594801344042553 -0.877187355319149 0.138806399702128 -0.324775202357447 -0.722553058085106 -0.267458088310638 0.0584350704382979 0.244718863710638 0.0676477859959574 -0.0351448145404255 0.0211458598531915 0.79748824893617 -0.0115988316721277 0.0689013097744681 -0.611232132978723 0.674441589361702 -0.736528355531915 -0.332377481312766 0.211138853638298 0.205422375957447 0.0898796910744681 0.150648486021277 -0.0892728666487234 0.462686882553192 -0.0703838791914894 -0.445430478744681 -0.576944100212766 -0.025890514487234 0.154795723378723 0.117476087955745 0.265913357329787 3
5 "SITTING" -0.9997773075 -0.999846895454545 -0.99962946 -0.99924359 -0.998691738409091 -0.998774337045455 -0.974312390227273 -0.949310289545455 -0.999579937045455 -0.998926373636364 -0.998819959545455 -0.999293502272727 -0.999557376136364 -0.999462235454545 -0.999712691363636 -0.343227437272727 -0.998730892045455 -0.918201106363636 -0.997721277954545 -0.8339309575 -0.0254877172295455 0.145511991690909 0.207749769977273 0.245796035781818 0.212005749772727 0.240595498690909 0.376033164318182 -0.330534978636364 0.294528278313636 -0.326881095204545 0.343218131590909 -0.359567836136364 0.239188348272727 -0.9379783225 -0.920939027727273 0.0765086064818182 -0.0361512886522727 0.412235233756818 0.967143331136364 -0.968898638409091 -0.861827124318182 -0.9252226625 0.0253037670727273 -0.0093403974 -0.344522688447727 -0.267829634840909 4
5 "STANDING" -0.998877946428571 -0.999458575357143 -0.998603567678571 -0.998023573035714 -0.990012994464286 -0.99743363125 -0.957987407142857 -0.922814373571429 -0.998539904285714 -0.998122088571429 -0.997680056607143 -0.999010270892857 -0.998333547321429 -0.998632945714286 -0.99867721375 -0.140561273625 -0.989897805178571 -0.885688992321429 -0.995976410535714 -0.863578818392857 0.0140851111446429 0.0678440054303571 0.200247617642857 0.261844443924286 0.249388580260714 0.210487730960714 0.361543286091071 -0.451805806217857 0.419347194917857 -0.3153375919125 0.330770908053571 -0.346138936696429 -0.0357211981285714 -0.906104701071429 -0.87977380125 -0.0502214096660714 0.117172615905357 -0.0259885224714286 0.951400921071429 -0.956706834285714 -0.807055379642857 -0.902043895535714 0.00706151944285714 0.079687983 -0.250734175839286 -0.0819825606017857 5
